6,5491994
5,903747
7,903747
21,903747
6,795176
7,185906
11,185906
22,185906
7,7366338
11,7366338
21,7366338
5,306414
7,306414
21,306414
6,6769208
2,417299
0,417299
1,417299
6,2395695
5,141842
7,141842
6,81846
6,9253866
0,944947
1,944947
7,944947
2,2861424
1,2861424
4,2861424
6,71075
11,71075
22,71075
2,1355642
0,1355642
1,1355642
6,8420184
3,8420184
11,8420184
6,1533395
5,1475582
7,1475582
15,1475582
7,52520
9,52520
12,52520
6,1877514
11,1877514
22,1877514
2,103359
0,103359
1,103359
3,12392504
5,12392504
7,12392504
2,11126994
0,11126994
1,11126994
6,296310
1,303461
7,303461
17,303461
4,386676
2,2560140
0,2560140
1,2560140
6,1806234
6,2092588
2,877057
5,877057
7,877057
5,2356777
7,2356777
15,2356777
6,9735318
3,9735318
13,9735318
4,81912
6,98769
11,98769
22,98769
4,98904
2,2098220
0,2098220
1,2098220
5,7920978
7,7920978
15,7920978
6,10541088
4,10541088
25,10541088
5,2802850
7,2802850
21,2802850
7,92337
2,213338
0,213338
1,213338
4,108778
16,108778
3,7137906
5,7137906
7,7137906
2,1865718
0,1865718
1,1865718
4,3530232
11,3530232
26,3530232
6,2297757
4,2297757
6,2571774
4,63929
4,4742876
7,4742876
6,1508238
11,1508238
22,1508238
4,472954
5,3032476
7,3032476
7,81834
22,81834
4,4934214
27,4934214
4,264235
7,112130
16,112130
4,72500
4,193676
7,193676
7,200276
1,1831164
4,1831164
7,1831164
4,96548
22,96548
5,98936
7,98936
15,98936
7,2085059
15,2085059
17,2085059
3,2707408
5,2707408
7,2707408
4,353049
13,353049
2,3398228
4,3398228
7,3398228
2,214341
0,214341
1,214341
2,121220
0,121220
1,121220
7,7660850
5,2442560
7,2442560
3,74006
7,74006
11,74006
2,121955
4,121955
0,384766
7,384766
11,384766
5,118421
7,118421
21,118421
4,10986410
7,10986410
19,10986410
4,248654
7,248654
2,3718778
18,3718778
1,3718778
2,388629
0,388629
1,388629
0,8111088
1,8111088
9,8111088
4,367279
5,5753856
7,5753856
15,5753856
4,9432978
7,9432978
2,4508902
0,4508902
4,4508902
2,1910272
4,1910272
7,1910272
2,96697
4,96697
7,412142
15,412142
4,13675832
5,286486
7,286486
21,286486
7,4574334
9,4574334
12,4574334
0,407362
1,407362
7,407362
7,1606375
16,1606375
4,5687612
7,5687612
2,6741278
0,6741278
1,6741278
7,1856010
7,804503
0,1190634
5,1190634
7,1190634
2,10233448
0,10233448
1,10233448
4,5788792
7,5788792
3,4786824
7,4786824
11,4786824
0,92455
1,92455
17,92455
5,86661
7,86661
15,86661
7,758745
19,758745
4,387764
7,13991232
23,13991232
1,1628033
4,1628033
25,1628033
4,1518542
7,11280740
15,11280740
17,11280740
4,5712554
19,5712554
24,5712554
2,318871
0,318871
1,318871
4,459159
7,10638036
16,10638036
5,2303687
7,2303687
15,2303687
2,6025022
0,6025022
1,6025022
5,348914
7,348914
11,348914
5,773262
7,773262
15,773262
5,106179
7,106179
15,106179
6,4299972
3,4299972
5,4299972
4,1266020
4,10530900
7,10530900
8,10530900
4,12004706
7,12004706
4,111958
4,88484
2,988824
0,988824
1,988824
5,1733785
15,1733785
21,1733785
4,5555260
7,5555260
16,5555260
2,9335498
0,9335498
1,9335498
7,14392248
0,3322312
5,3322312
7,3322312
2,1486217
0,1486217
4,1486217
2,994314
0,994314
7,994314
4,4288182
7,4288182
13,4288182
4,9140342
7,9140342
11,9140342
4,94517
17,94517
5,1795096
7,1795096
15,1795096
2,3398540
4,3398540
7,3398540
2,1641384
0,1641384
1,1641384
4,92324
1,96639
7,96639
23,96639
5,90509
7,90509
15,90509
5,2049116
7,2049116
21,2049116
5,5290382
7,5290382
15,5290382
4,380136
27,380136
1,158417
7,158417
11,158417
6,5189670
5,5189670
2,1305826
0,1305826
1,1305826
7,4236770
23,4236770
7,9174558
4,96657
8,96657
7,5421602
8,5421602
2,434706
5,434706
7,434706
5,94525
7,94525
15,94525
7,475784
15,475784
17,475784
5,979432
7,979432
11,979432
0,1489428
5,1489428
7,1489428
2,53488
4,53488
7,6763664
12,6763664
15,6763664
6,8289930
19,8289930
7,10048342
4,2244495
4,80306
7,1870479
4,8595766
7,8595766
8,8595766
4,863046
13,863046
14,863046
1,268093
7,268093
8,268093
2,88509
0,88509
1,88509
0,187664
4,187664
4,2100976
25,2100976
2,10332508
0,10332508
1,10332508
2,275137
0,275137
1,275137
4,237123
16,237123
2,280249
0,280249
1,280249
0,314979
1,314979
7,314979
1,10850932
4,10850932
16,10850932
5,106028
7,106028
15,106028
2,417373
0,417373
1,417373
6,403778
1,403778
4,487831
4,290978
7,290978
2,13706018
0,13706018
4,13706018
4,1492966
7,1492966
2,423731
0,423731
1,423731
7,4063800
21,4063800
4,7908628
9,7908628
12,7908628
5,4158110
7,4158110
21,4158110
5,6108262
7,6108262
21,6108262
0,9544034
4,9544034
7,9544034
4,129690
4,163507
27,163507
4,1586680
7,1586680
4,86831
6,1513168
0,7221388
4,7221388
7,7221388
7,7562112
4,4647692
2,12343534
0,12343534
1,12343534
0,1442449
1,1442449
3,1442449
2,421357
0,421357
1,421357
2,278238
0,278238
1,278238
7,5288312
16,5288312
7,417349
16,417349
4,118273
5,1124373
7,1124373
21,1124373
0,1758429
1,1758429
3,1758429
2,112159
0,112159
7,112159
4,2575988
4,290988
5,290988
1,436992
7,436992
17,436992
0,120570
7,120570
11,120570
5,1534360
7,1534360
21,1534360
2,149460
1,149460
4,149460
5,4093826
7,4093826
12,4093826
4,4082744
5,2701582
7,2701582
15,2701582
2,203082
0,203082
1,203082
2,5897304
0,5897304
4,5897304
5,2243973
7,2243973
12,2243973
4,1439629
7,3230854
15,3230854
17,3230854
7,995832
22,995832
4,1230180
9,1230180
17,1230180
6,4295140
4,3526078
5,2401256
7,2401256
15,2401256
4,6111552
5,6111552
24,6111552
4,47708
5,47708
7,47708
5,3920596
7,3920596
15,3920596
2,1710308
0,1710308
1,1710308
7,2937900
11,2937900
2,3895150
7,3895150
13,3895150
5,2433738
7,2433738
21,2433738
3,472027
7,472027
11,472027
4,262150
0,5675620
5,5675620
7,5675620
7,7278862
5,7472896
7,7472896
6,6958022
3,6958022
5,6958022
2,103584
0,103584
8,103584
5,10155688
7,10155688
15,10155688
4,397150
9,397150
12,397150
5,1299368
7,1299368
21,1299368
4,421291
2,5249462
7,5249462
9,5249462
4,43208
8,43208
25,7259746
5,5071412
7,5071412
21,5071412
2,1298820
4,1298820
7,1298820
2,9561862
18,9561862
0,9561862
2,7658402
0,7658402
1,7658402
5,310455
7,310455
15,310455
